,CL7R,CL1R,CL5R,MOD,CT2BIN,DEMOC,CL2R,FEMALE,COLGRD,CL9R,CON,WWWWHITE,SOMCOL,INDEP,BABS,REPUB,CL8R,AGE65PLM,COMHS,AGE4049M,IWER3,CD4A_A,W12EDUC3,PTYID3,W2TOTCL,WWWBLACK,STRATA,AGE3039,VPROUD,FIPCOM,DOG6R,LIB,DOG3R,AGE5059M,P17_A,CL7,W1TRUAM2,F3,DOG4R,CD7_A,WWWHOMLN,CD15,CT1A,PROUD,AGE1829,CL9,SEC5,COMPLET2,ADVDEG,GT2,CENSDIV,W2CIVLIB,EDUCAT4,WWWAGEC1,CL1,CL2,INCA,W1STATE,CL5,FIP2,X1,CL4A,WWWEDU3,INCOME,B1,MEANFR,CL6B,FIP1,WWWEDU5,CL10R,CD8,W2SECURE,SEC4,WWWHISP,CL8,WWWAGE,IWER1,CD6,CLPROP,WWWRACE3,WWWRACE4,NEWRACE,MNDOG,AGE6064M,V1_B,POLINT,RI2_A,LOPROU,B2,LTHS,DOG2R,USAWT2RC,DOG5R,USAWT1RV,DOG1R,WWWBRNUS,PFR5R,F5,PFR1R,DG3,W3IWER4_A
33,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1,1.0,-1.0,1.0,-1.0,0.5,-1.0,-0.5,-1.0,0.0,-1.0,0.6000000000000001,0.3333333333333335,1.0,0.0,-1.0,-0.8,0.3333333333333335,-1.0,1.0,0.33333333333333326,0.3333333333333335,1.0,-1.0,0.75,0.29032258064516125,-1.0,1.0,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.5925925925925926,0.1428571428571428,0.1428571428571428,-0.5,0.0,1.0,-0.25,-0.9999999999999999,-0.33333333333333326,0.5,0.0,0.5,1.0,0.25,-1.0,-0.33333333333333326,-1,0.1428571428571428,-0.8823529411764708,1.0,1.0,0.6901408450704831,-1,-0.9999999999999999,-1.0,0.25,-1.0,-0.5,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.25,0.3212476433397653,-0.75,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.4285714285714285,0
35,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.8181818181818183,-1,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.5,-1.0,-1.0,0.33333333333333326,-0.6,1.0,-1.0,-0.75,1.0,0.40000000000000013,0.3333333333333335,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,0.9354838709677418,-0.09090909090909083,1.0,0.6666666666666667,0.1428571428571428,0.1428571428571428,-1.0,-0.8888888888888888,-0.9999999999999999,-0.9999999999999999,-0.5,-1.0,1.0,0.5,-0.9999999999999999,-0.9999999999999999,0.0,0.0,1.0,1.0,-1.0,0.19999999999999996,-0.33333333333333326,-1,0.1428571428571428,0.2058823529411764,1.0,-0.7777777777777778,0.12676056338040653,-1,-0.9999999999999999,-1.0,-0.83333333333335,1.0,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.967347535281122,-1.0,-0.9684468498491863,-0.75,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.4285714285714285,0
92,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,1,0.0,-1.0,1.0,0.0,0.5,1.0,1.0,-1.0,0.9999999999999998,0.33333333333333326,-1.0,-0.9999999999999999,1.0,0.75,-1.0,-0.8,-0.33333333333333326,-1.0,1.0,0.33333333333333326,-0.9999999999999999,1.0,-1.0,0.0,0.41935483870967727,0.2727272727272727,-0.9999999999999999,-1.0,0.1428571428571428,-0.9999999999999999,1.0,-0.2222222222222222,0.1428571428571428,-0.9999999999999999,1.0,0.5,-1.0,1.0,-0.9999999999999999,0.19999999999999996,-1.0,0.0,-1.0,1.0,0.25,0.0,-0.9999999999999999,-1,0.1428571428571428,-1.0,1.0,0.5555555555555554,0.23943661971832042,0,-0.33333333333333326,0.0,0.8333333333333499,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,1.0,0.0,-1.0,-0.25,-1.0,0.0,1.0,-0.4285714285714285,-0.7142857142857142,-0.5,-0.9999999999999999,0
45,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,0.0,-1.0,1.0,0.0,0.5,-1.0,1.0,-1.0,0.0,0.33333333333333326,0.6000000000000001,-0.9999999999999999,1.0,0.75,-1.0,0.40000000000000013,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,0.41935483870967727,-1.0,-0.33333333333333326,0.9999999999999998,0.1428571428571428,-0.9999999999999999,0.0,0.7407407407407407,-0.9999999999999999,0.1428571428571428,-0.5,0.5,0.0,-0.5,1.0,0.8666666666666667,0.5,-1.0,-0.5,1.0,-1.0,-1.0,-0.9999999999999999,-1,0.1428571428571428,0.44117647058823506,1.0,-0.11111111111111116,0.12676056338040653,0,-0.33333333333333326,0.0,0.8333333333333499,-1.0,-0.75,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-0.25,-0.9793857606626398,0.0,1.0,-0.1428571428571428,-0.9999999999999999,-0.25,-0.9999999999999999,0
36,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,1,0.0,-1.0,-1.0,-0.5,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,0.75,-1.0,0.8,-0.9999999999999999,1.0,-1.0,0.9999999999999998,0.3333333333333335,-1.0,-1.0,-1.0,-0.3548387096774195,0.09090909090909105,-0.33333333333333326,0.33333333333333326,0.1428571428571428,-0.9999999999999999,-1.0,-0.40740740740740744,-0.9999999999999999,0.7142857142857144,-0.5,0.0,0.0,0.25,0.1428571428571428,0.8666666666666667,0.0,0.0,-0.5,1.0,-1.0,0.19999999999999996,-0.33333333333333326,-1,0.1428571428571428,0.08823529411764697,1.0,0.5555555555555554,-0.014084507042239292,0,-0.33333333333333326,0.0,1.0,-1.0,-0.25,0.3333333333333335,-1.0,-1.0,0.1428571428571428,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.1428571428571428,-0.9999999999999999,-0.25,-0.9999999999999999,0
48,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.9999999999999998,-1.0,0.20000000000000018,0.3333333333333335,-1.0,0.75,-1.0,0.40000000000000013,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,0.3333333333333335,-1.0,-1.0,-1.0,0.41935483870967727,-1.0,0.3333333333333335,0.9999999999999998,0.1428571428571428,-0.9999999999999999,-1.0,0.7407407407407407,0.1428571428571428,-0.9999999999999999,0.0,0.0,0.0,-0.25,-0.9999999999999999,-0.8666666666666666,0.5,-1.0,0.0,1.0,-0.25,-1.0,-0.33333333333333326,-1,0.1428571428571428,0.6470588235294117,1.0,-0.11111111111111116,0.6901408450704831,-1,-0.9999999999999999,-1.0,-0.4166666666666501,-1.0,-0.75,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.75,-0.9890603555182186,-0.5,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.1428571428571428,0
60,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,0.5,-1.0,0.5,-1.0,0.0,-1.0,-1.0,0.3333333333333335,-1.0,-0.75,-1.0,-0.6,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,0.3333333333333335,-1.0,-1.0,-1.0,0.9999999999999998,0.6363636363636365,0.3333333333333335,0.9999999999999998,1.0,0.1428571428571428,-1.0,-0.8148148148148148,0.1428571428571428,-0.9999999999999999,1.0,0.5,0.0,0.0,-0.9999999999999999,-0.19999999999999973,0.5,-1.0,0.0,1.0,-1.0,-0.4,-0.33333333333333326,-1,0.1428571428571428,0.5882352941176467,1.0,-1.0,0.7464788732394403,-1,-0.9999999999999999,-1.0,-0.1666666666666501,-1.0,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-1.0,-1.0,-0.75,1.0,-0.7142857142857142,-0.4285714285714285,-0.25,-0.7142857142857142,0
44,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,-0.5,-1.0,0.0,0.33333333333333326,-1.0,-0.9999999999999999,0.5,-0.75,-1.0,-0.8,1.0,1.0,-1.0,-1.0,-0.33333333333333326,1.0,-1.0,0.0,0.41935483870967727,0.2727272727272727,-0.9999999999999999,0.0,-0.9999999999999999,0.1428571428571428,0.0,0.7407407407407407,0.1428571428571428,0.1428571428571428,0.0,-1.0,-1.0,-0.75,-0.9999999999999999,1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,-0.33333333333333326,1,0.1428571428571428,-0.1470588235294119,-1.0,0.7777777777777777,0.23943661971832042,-1,0.3333333333333335,-1.0,0.25,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,1.0,-0.25,-1.0,-0.75,-1.0,0.0,-1.0,-0.1428571428571428,-0.9999999999999999,-0.25,-0.4285714285714285,0
62,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0000000000000002,-1,-1.0,-1.0,1.0,1.0,-0.5,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.33333333333333326,-0.5,0.75,-1.0,0.40000000000000013,-0.33333333333333326,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-1.0,0.29032258064516125,0.09090909090909105,0.3333333333333335,0.9999999999999998,0.1428571428571428,-0.9999999999999999,-1.0,-0.5925925925925926,0.1428571428571428,-0.9999999999999999,0.0,0.5,0.0,0.75,0.1428571428571428,-0.5999999999999999,0.5,-1.0,0.0,1.0,-1.0,0.19999999999999996,-0.33333333333333326,-1,-0.9999999999999999,0.6176470588235294,1.0,-0.11111111111111116,-0.014084507042239292,-1,-0.9999999999999999,-1.0,0.08333333333334991,-1.0,-0.75,1.0,-1.0,-1.0,0.1428571428571428,-1.0,-0.25,-1.0,-1.0,-1.0,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.9999999999999999,0
34,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,1,0.0,1.0,1.0,-1.0,0.5,1.0,0.5,-1.0,0.9999999999999998,0.33333333333333326,1.0,-0.9999999999999999,-0.5,0.75,-1.0,-0.8,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-0.935483870967742,-1.0,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,0.2222222222222221,-0.9999999999999999,0.1428571428571428,0.0,-1.0,0.0,0.0,-0.9999999999999999,0.8666666666666667,0.0,0.0,0.0,1.0,0.25,-1.0,-0.9999999999999999,-1,-0.9999999999999999,-0.5882352941176472,1.0,0.11111111111111116,-0.4366197183099234,0,-0.33333333333333326,0.0,0.4166666666666501,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.25,-0.9954620156620039,0.0,1.0,-0.1428571428571428,-0.9999999999999999,-0.25,-0.7142857142857142,0
47,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,-0.5,-1.0,0.5,-1.0,-1.0,0.33333333333333326,0.6000000000000001,-0.9999999999999999,-0.5,0.75,-1.0,0.40000000000000013,1.0,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,0.9354838709677418,0.2727272727272727,1.0,0.9999999999999998,0.1428571428571428,-0.9999999999999999,0.0,-0.8888888888888888,0.1428571428571428,-0.9999999999999999,0.0,-1.0,1.0,-0.5,-0.9999999999999999,0.06666666666666687,0.5,-1.0,0.5,1.0,-1.0,0.0,-0.9999999999999999,-1,0.1428571428571428,0.6176470588235294,-1.0,-0.11111111111111116,0.40845070422544505,-1,-0.9999999999999999,-1.0,0.1666666666666501,-1.0,-0.75,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-0.2068836921179289,-0.75,-0.44472395884405314,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-0.25,-0.7142857142857142,0
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1,1.0,1.0,1.0,-1.0,0.5,1.0,1.0,-1.0,0.9999999999999998,0.33333333333333326,1.0,0.3333333333333335,0.5,-1.0,-1.0,-0.8,0.3333333333333335,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.9999999999999998,-1.0,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,-1.0,-0.8148148148148148,-0.9999999999999999,0.1428571428571428,-0.5,0.0,0.0,0.0,-0.9999999999999999,-0.33333333333333326,0.5,0.0,0.0,1.0,-1.0,-1.0,0.3333333333333335,-1,-0.9999999999999999,-0.7058823529411766,1.0,-0.7777777777777778,-0.4366197183099234,-1,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-0.12333844518154913,0.0,1.0,-0.7142857142857142,-0.4285714285714285,0.75,-0.9999999999999999,0
67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.6,1.0,-1.0,0.75,-1.0,0.6000000000000001,-0.9999999999999999,-1.0,1.0,0.33333333333333326,1.0,-1.0,-1.0,-1.0,-0.935483870967742,-1.0,0.3333333333333335,-0.6666666666666666,0.1428571428571428,0.1428571428571428,0.0,0.2962962962962963,0.1428571428571428,0.1428571428571428,1.0,0.5,0.0,-0.5,1.0,-0.9999999999999999,-1.0,0.0,0.0,1.0,0.25,-1.0,1.0,-1,0.1428571428571428,-0.735294117647059,1.0,-1.0,0.9718309859155216,0,-0.33333333333333326,0.0,-0.3333333333333499,-1.0,-0.75,1.0,-1.0,1.0,0.1428571428571428,-1.0,0.0,-1.0,-1.0,-0.9878013682999042,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.1428571428571428,0
15,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.40000000000000013,0.3333333333333335,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,0.0,0.9999999999999998,0.6363636363636365,1.0,0.9999999999999998,0.1428571428571428,0.1428571428571428,-1.0,-0.8148148148148148,0.1428571428571428,-0.9999999999999999,1.0,0.5,1.0,-0.25,-0.9999999999999999,-0.7333333333333333,0.5,-1.0,0.5,1.0,-1.0,-0.4,-0.33333333333333326,-1,0.1428571428571428,0.8823529411764706,1.0,-1.0,0.7464788732394403,-1,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-0.1428571428571428,-0.75,-0.1428571428571428,0
56,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0000000000000002,1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.33333333333333326,-0.19999999999999996,1.0,-1.0,-0.75,1.0,-0.8,1.0,-1.0,-1.0,0.33333333333333326,0.3333333333333335,-1.0,-1.0,0.0,0.29032258064516125,0.2727272727272727,1.0,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.5925925925925926,-0.9999999999999999,-0.9999999999999999,1.0,0.0,1.0,0.75,-0.9999999999999999,-0.9999999999999999,0.5,-1.0,0.5,-1.0,-1.0,0.0,0.3333333333333335,-1,0.1428571428571428,-0.3823529411764708,1.0,-0.7777777777777778,-0.15492957746488512,0,-0.33333333333333326,0.0,-0.75,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.9467197883272626,-1.0,-0.9681707415730554,-0.25,-1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.1428571428571428,0
88,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0000000000000002,1,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,0.33333333333333326,-1.0,1.0,-1.0,0.75,-1.0,-0.8,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,-1.0,-1.0,0.41935483870967727,-0.4545454545454545,0.3333333333333335,0.0,-0.9999999999999999,-0.9999999999999999,1.0,-0.2222222222222222,-0.9999999999999999,-0.9999999999999999,0.0,0.0,0.0,1.0,0.1428571428571428,-0.5,0.5,0.0,0.0,1.0,1.0,0.8,-0.9999999999999999,-1,-0.9999999999999999,-0.1470588235294119,1.0,0.5555555555555554,-0.7746478873239186,0,-0.33333333333333326,0.0,0.25,-1.0,1.0,1.0,-1.0,-1.0,0.1428571428571428,-1.0,0.0,-1.0,-1.0,-1.0,-0.25,1.0,-0.9999999999999999,-0.1428571428571428,-0.25,-0.9999999999999999,0
22,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,0.0,0.33333333333333326,-0.19999999999999996,-0.33333333333333326,-1.0,-0.75,-1.0,0.40000000000000013,0.3333333333333335,-1.0,-1.0,0.9999999999999998,0.3333333333333335,-1.0,-1.0,0.0,0.41935483870967727,-1.0,1.0,0.9999999999999998,0.1428571428571428,-0.9999999999999999,-1.0,0.7407407407407407,1.0,-0.9999999999999999,0.0,0.5,1.0,-0.25,-0.9999999999999999,-0.5999999999999999,0.5,-1.0,0.5,1.0,-0.75,-1.0,-0.33333333333333326,-1,0.1428571428571428,0.3529411764705881,1.0,-0.11111111111111116,-0.15492957746488512,-1,-0.9999999999999999,-1.0,-0.4166666666666501,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-0.75,-0.7544037297215045,-0.75,1.0,-0.7142857142857142,-0.4285714285714285,-1.0,-0.1428571428571428,0
69,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0000000000000002,-1,-1.0,1.0,1.0,0.0,-0.5,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,0.75,1.0,0.6000000000000001,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,0.3333333333333335,-1.0,-1.0,0.0,0.41935483870967727,0.8181818181818183,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,-1.0,0.7407407407407407,0.1428571428571428,-0.9999999999999999,0.0,0.0,0.0,0.25,-0.9999999999999999,0.6000000000000001,0.5,0.0,0.0,1.0,-1.0,-0.6000000000000001,-0.9999999999999999,1,0.1428571428571428,-0.47058823529411775,-1.0,-0.7777777777777778,0.9999999999999998,-1,0.3333333333333335,-1.0,-0.5,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-0.1428571428571428,-0.9999999999999999,-0.25,-0.4285714285714285,0
70,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.5,-1.0,0.0,-1.0,-0.19999999999999996,-0.33333333333333326,-1.0,0.75,-1.0,-0.8,-0.9999999999999999,1.0,1.0,0.33333333333333326,0.3333333333333335,1.0,-1.0,-1.0,0.29032258064516125,-1.0,-0.33333333333333326,-1.0,0.1428571428571428,0.1428571428571428,1.0,-0.5555555555555556,-0.9999999999999999,0.1428571428571428,1.0,0.0,0.0,1.0,0.1428571428571428,0.19999999999999996,0.5,0.0,-0.5,1.0,0.25,-1.0,-0.9999999999999999,-1,0.1428571428571428,-0.9411764705882354,1.0,-0.11111111111111116,0.6901408450704831,0,-0.33333333333333326,0.0,-0.1666666666666501,-1.0,-0.25,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.75,-0.962086011236229,-0.75,1.0,-0.1428571428571428,-0.9999999999999999,-0.25,-0.4285714285714285,0
77,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,1,0.0,1.0,-1.0,-1.0,-0.5,-1.0,-0.5,-1.0,0.0,-1.0,0.6000000000000001,-0.9999999999999999,-0.5,0.75,1.0,-0.8,0.3333333333333335,-1.0,-1.0,0.33333333333333326,1.0,-1.0,-1.0,-1.0,-0.935483870967742,-1.0,0.3333333333333335,-0.33333333333333326,0.1428571428571428,-0.9999999999999999,-1.0,0.2962962962962963,-0.9999999999999999,0.1428571428571428,-0.5,0.5,0.0,-0.25,-0.9999999999999999,0.7333333333333334,0.5,0.0,0.0,1.0,-1.0,-1.0,-0.9999999999999999,-1,0.1428571428571428,-0.5294117647058825,1.0,-0.5555555555555556,0.40845070422544505,0,-0.33333333333333326,0.0,-0.08333333333334991,-1.0,1.0,0.3333333333333335,-1.0,1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.75,-0.9909240313240079,0.0,1.0,-0.4285714285714285,-0.7142857142857142,-0.25,-0.4285714285714285,0
82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,0.33333333333333326,-1.0,1.0,1.0,0.0,-1.0,0.40000000000000013,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.9999999999999998,-0.2727272727272727,0.3333333333333335,0.9999999999999998,-0.9999999999999999,-0.9999999999999999,0.0,-0.8148148148148148,-0.9999999999999999,-0.9999999999999999,0.0,0.5,0.0,-0.5,-0.9999999999999999,-0.9999999999999999,0.5,-1.0,0.0,-1.0,-0.25,0.6000000000000001,1.0,-1,0.1428571428571428,0.6470588235294117,1.0,0.5555555555555554,-0.5211267605633589,-1,-0.9999999999999999,-1.0,-0.4166666666666501,-1.0,1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.1428571428571428,0
55,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1,1.0,-1.0,1.0,-1.0,0.5,-1.0,1.0,1.0,0.0,0.33333333333333326,-0.19999999999999996,-0.33333333333333326,-0.5,0.0,-1.0,-0.8,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333335,0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-0.11111111111111116,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.75,-0.9999999999999999,-0.33333333333333326,0.5,0.0,0.0,1.0,-1.0,-1.0,-0.9999999999999999,-1,0.1428571428571428,0.02941176470588225,1.0,-0.7777777777777778,0.12676056338040653,-1,-0.9999999999999999,-1.0,0.3333333333333499,-1.0,-0.75,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.75,0.12066070818200814,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-0.25,-0.9999999999999999,0
